split,filename,city,label_id,label_uid,pano_id,lat,lng,normalized_x,normalized_y,missing-tactile-warning,narrow,not-enough-landing-space,not-level-with-street,parallel-lines,points-into-traffic,pooled-water,steep,surface-problem,tactile-warning
test,pittsburgh-pa__13273__fov50.jpg,pittsburgh-pa,13273,pittsburgh-pa:13273,w0o84dfoe57kN_PlDiBNTw,40.427012,-79.970155,0.530556,0.425,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__7972__fov50.jpg,pittsburgh-pa,7972,pittsburgh-pa:7972,Bif6JQhdmG0d870_AAS3iQ,40.443783,-79.998474,0.565278,0.252083,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__14023__fov50.jpg,pittsburgh-pa,14023,pittsburgh-pa:14023,RsdhaZ1wIAxEhUEKB12Ljg,40.42402,-79.932728,0.573611,0.541667,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__12019__fov50.jpg,pittsburgh-pa,12019,pittsburgh-pa:12019,SUzSOIAGnjyCowqkpU9amA,40.449995,-79.967358,0.4625,0.516667,1,0,0,0,0,0,0,1,0,0
test,pittsburgh-pa__16495__fov50.jpg,pittsburgh-pa,16495,pittsburgh-pa:16495,U0MC2CT1E4Z5TD9xJuNeUA,40.463731,-79.952676,0.490278,0.427083,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__16393__fov50.jpg,pittsburgh-pa,16393,pittsburgh-pa:16393,c7RcXhEjyLmF7bE_qxTEnw,40.453092,-79.981745,0.763889,0.70625,1,0,0,1,0,0,0,0,0,0
test,pittsburgh-pa__8845__fov50.jpg,pittsburgh-pa,8845,pittsburgh-pa:8845,rSKfpxfgTaSGwnP9VzMk1g,40.46271,-79.952129,0.554167,0.2375,1,1,0,0,0,0,0,0,0,0
test,pittsburgh-pa__12646__fov50.jpg,pittsburgh-pa,12646,pittsburgh-pa:12646,s1K1zvP4P_GPgZZc9LGa1A,40.449846,-79.974702,0.5,0.785417,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__11314__fov50.jpg,pittsburgh-pa,11314,pittsburgh-pa:11314,FOYlU86Rtp3Ea2k8QR1TKA,40.459005,-79.898048,0.7,0.422917,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__3187__fov50.jpg,pittsburgh-pa,3187,pittsburgh-pa:3187,ZZbse484IYo8jDZdLAUAuw,40.455272,-79.928795,0.419444,0.614583,0,0,0,0,0,0,0,0,1,0
test,pittsburgh-pa__8529__fov50.jpg,pittsburgh-pa,8529,pittsburgh-pa:8529,NfXMv8h11BQOVzVSojHajg,40.440075,-79.96758,0.659722,0.39375,1,1,1,0,0,0,0,0,0,0
test,pittsburgh-pa__9820__fov50.jpg,pittsburgh-pa,9820,pittsburgh-pa:9820,fK3sWis_bMY2BjAUSGWZUQ,40.450759,-79.886369,0.272222,0.370833,1,1,0,0,0,0,0,0,0,0
test,pittsburgh-pa__13791__fov50.jpg,pittsburgh-pa,13791,pittsburgh-pa:13791,Dsci7OoXjyb8dG3Q7BS4Pg,40.425032,-79.935523,0.222222,0.441667,1,0,1,0,0,0,0,0,0,0
test,pittsburgh-pa__11751__fov50.jpg,pittsburgh-pa,11751,pittsburgh-pa:11751,c1gfGMsHmCv7XWQAdgeqvg,40.426581,-80.007852,0.406944,0.44375,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__3754__fov50.jpg,pittsburgh-pa,3754,pittsburgh-pa:3754,77f4hKKSK7HvDloJs8QSkQ,40.453665,-79.921094,0.213889,0.675,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__1986__fov50.jpg,pittsburgh-pa,1986,pittsburgh-pa:1986,zGQhgtNDmi8k0tlYWKinFA,40.429121,-79.979008,0.569444,0.4375,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__8702__fov50.jpg,pittsburgh-pa,8702,pittsburgh-pa:8702,AeBkMzj1iFJmRKIYtQlbNA,40.438286,-79.988376,0.588889,0.316667,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15398__fov50.jpg,pittsburgh-pa,15398,pittsburgh-pa:15398,gDtXY59Ev2o9jTDElFSOcQ,40.451527,-80.01086,0.822222,0.504167,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__16204__fov50.jpg,pittsburgh-pa,16204,pittsburgh-pa:16204,7vRJ_EAJ_CScyzSZXdXfSQ,40.441971,-79.931063,0.527778,0.529167,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__5522__fov50.jpg,pittsburgh-pa,5522,pittsburgh-pa:5522,WKrUpc_HYykk5fmahePunw,40.443565,-79.99529,0.490278,0.397917,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__1816__fov50.jpg,pittsburgh-pa,1816,pittsburgh-pa:1816,hxqZdarpRyNbuMOVMvRG7w,40.427659,-79.976461,0.436111,0.40625,0,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__11307__fov50.jpg,pittsburgh-pa,11307,pittsburgh-pa:11307,a_IYedt9BZW6elKSvhHP_g,40.459346,-79.898027,0.393056,0.414583,1,0,0,0,0,0,0,0,1,0
test,pittsburgh-pa__5520__fov50.jpg,pittsburgh-pa,5520,pittsburgh-pa:5520,WKrUpc_HYykk5fmahePunw,40.443747,-79.995204,0.525,0.397917,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__9869__fov50.jpg,pittsburgh-pa,9869,pittsburgh-pa:9869,UrMT_g-8Jf6WHt61IVjs7A,40.451809,-79.884719,0.509722,0.21875,1,0,0,1,0,0,0,0,0,0
test,pittsburgh-pa__15161__fov50.jpg,pittsburgh-pa,15161,pittsburgh-pa:15161,srgE0a-PmHRR8gNio_zKaw,40.442121,-79.925713,0.925,0.6,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__9235__fov50.jpg,pittsburgh-pa,9235,pittsburgh-pa:9235,4HDTi62bfCfk4cPGWUCWuw,40.437766,-79.965427,0.525,0.55,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__1013__fov50.jpg,pittsburgh-pa,1013,pittsburgh-pa:1013,8AmDJiXJO7SH3A5R3OPBFw,40.456745,-79.922539,0.308333,0.385417,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__15758__fov50.jpg,pittsburgh-pa,15758,pittsburgh-pa:15758,M-R8v3UfEHxir5fApmwNRg,40.426609,-79.967245,0.7625,0.597917,0,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__8798__fov50.jpg,pittsburgh-pa,8798,pittsburgh-pa:8798,6iKhKUOEqjXbMwoG86udCA,40.430021,-79.957964,0.679167,0.520833,1,0,0,0,0,1,0,0,0,0
test,pittsburgh-pa__14410__fov50.jpg,pittsburgh-pa,14410,pittsburgh-pa:14410,MIzIoW9L4dVP68nNsm5zeQ,40.435096,-79.995092,0.368056,0.554167,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__6591__fov50.jpg,pittsburgh-pa,6591,pittsburgh-pa:6591,axRXRT9OID2VyV_K6dL8-Q,40.440138,-79.996262,0.397222,0.4875,1,0,0,0,0,0,0,0,0,0
test,pittsburgh-pa__3911__fov50.jpg,pittsburgh-pa,3911,pittsburgh-pa:3911,K92D0DdIrkgqrOiCIZcNng,40.454137,-79.927607,0.302778,0.66875,1,0,1,0,0,0,0,0,0,0
test,pittsburgh-pa__8560__fov50.jpg,pittsburgh-pa,8560,pittsburgh-pa:8560,dD46LAXlFvOzaPMcNM2meg,40.458279,-79.906157,0.441667,0.385417,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__218199__fov50.jpg,seattle-wa,218199,seattle-wa:218199,26ggQedXpL6A_KsAuURWkQ,47.699532,-122.336485,0.648611,0.627083,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__873__fov50.jpg,seattle-wa,873,seattle-wa:873,dBThEy4NAUekmhMfPRK0DQ,47.595043,-122.387482,0.322222,0.583333,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__165149__fov50.jpg,seattle-wa,165149,seattle-wa:165149,xBDlJIG3hCDXGyConrJbGQ,47.623029,-122.331798,0.363889,0.25,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__13729__fov50.jpg,seattle-wa,13729,seattle-wa:13729,UW_A4xukcE1B7lyFdWnJ6g,47.571884,-122.360062,0.572222,0.59375,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__188904__fov50.jpg,seattle-wa,188904,seattle-wa:188904,yHNuFrZtaiVck2makAAeyQ,47.648118,-122.335098,0.456944,0.302083,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__33924__fov50.jpg,seattle-wa,33924,seattle-wa:33924,Nm4Uy0sGFmgq1j0jfZd5wA,47.677582,-122.284874,0.705556,0.43125,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__170046__fov50.jpg,seattle-wa,170046,seattle-wa:170046,-A9mCQ7o8A0Vs9Pirw6TdA,47.663037,-122.279428,0.520833,0.472917,1,1,0,0,0,0,0,0,0,0
test,seattle-wa__123279__fov50.jpg,seattle-wa,123279,seattle-wa:123279,WEkdLqKAL7AJruCPUrOiCQ,47.597512,-122.312584,0.672222,0.554167,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__178987__fov50.jpg,seattle-wa,178987,seattle-wa:178987,DPrEJ8aMORe14bfTe17xEw,47.631274,-122.356723,0.565278,0.395833,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__99197__fov50.jpg,seattle-wa,99197,seattle-wa:99197,ih4s35lVCZGmFWThF1rrUQ,47.61306,-122.32206,0.683333,0.472917,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__207350__fov50.jpg,seattle-wa,207350,seattle-wa:207350,WH-NJmKhT_N06fx-jL-OIA,47.693905,-122.30944,0.729167,0.535417,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__17123__fov50.jpg,seattle-wa,17123,seattle-wa:17123,7oUB1IKm6gm5yTmXh8nOlg,47.650429,-122.331574,0.602778,0.64375,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__145848__fov50.jpg,seattle-wa,145848,seattle-wa:145848,MX3j-IQH8Bn5fMHTsUJS_g,47.661347,-122.280429,0.586111,0.416667,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__175110__fov50.jpg,seattle-wa,175110,seattle-wa:175110,Fqz-2xy7TJP_Lrtn4hn8ug,47.679449,-122.274232,0.797222,0.479167,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__208995__fov50.jpg,seattle-wa,208995,seattle-wa:208995,ASQqsgpPzo4kvlat_w1cbg,47.700454,-122.317581,0.244444,0.383333,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__37644__fov50.jpg,seattle-wa,37644,seattle-wa:37644,Ljw1JSlTtl3fWHncvuptcw,47.566643,-122.326622,0.233333,0.36875,0,0,0,0,0,0,0,0,1,0
test,seattle-wa__141782__fov50.jpg,seattle-wa,141782,seattle-wa:141782,7WNUSFkOaytC-4NmUo88Zg,47.600822,-122.334305,0.376389,0.539583,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__75860__fov50.jpg,seattle-wa,75860,seattle-wa:75860,o0zblVi58sQcTEDgkrdazw,47.672859,-122.25824,0.533333,0.46875,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__117963__fov50.jpg,seattle-wa,117963,seattle-wa:117963,JxjxTy1YG90LBUulggn9CQ,47.641387,-122.319975,0.752778,0.5625,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__200230__fov50.jpg,seattle-wa,200230,seattle-wa:200230,brKpweD_v4JeiF4I0vt6tA,47.548664,-122.3342,0.509722,0.35,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__109452__fov50.jpg,seattle-wa,109452,seattle-wa:109452,cPrmqFXKq9t9UtbLZbVRcw,47.643124,-122.327675,0.7625,0.38125,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__251103__fov50.jpg,seattle-wa,251103,seattle-wa:251103,gWbuEfYVhLIXyR1IZp7qbg,47.537151,-122.278123,0.5625,0.408333,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__184891__fov50.jpg,seattle-wa,184891,seattle-wa:184891,vRABPtIe872XMH2Pgn2BxQ,47.653482,-122.314603,0.456944,0.335417,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__255072__fov50.jpg,seattle-wa,255072,seattle-wa:255072,Z1FTorvnN8Chk6hESbp-TQ,47.527962,-122.270137,0.545833,0.364583,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__141755__fov50.jpg,seattle-wa,141755,seattle-wa:141755,wjFUZDCGgFBrtea-dTdOsQ,47.678099,-122.321549,0.419444,0.639583,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__127220__fov50.jpg,seattle-wa,127220,seattle-wa:127220,oRmovtf4W-dSvQqRmQS9FA,47.584452,-122.302792,0.488889,0.472917,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__235657__fov50.jpg,seattle-wa,235657,seattle-wa:235657,hFnsZrNVIKJABWMKNQOHqg,47.545158,-122.280772,0.291667,0.214583,1,1,0,0,0,0,0,0,0,0
test,seattle-wa__11268__fov50.jpg,seattle-wa,11268,seattle-wa:11268,uJ70_-2q_d1-0dAC5Cw1SQ,47.544987,-122.387123,0.416667,0.435417,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__263134__fov50.jpg,seattle-wa,263134,seattle-wa:263134,sA4mIzqhM3rO6BXkjUNCOA,47.575537,-122.381437,0.423611,0.472917,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__11166__fov50.jpg,seattle-wa,11166,seattle-wa:11166,D6CJOFBDKH_dH-F0K_7d_w,47.55352,-122.288994,0.672222,0.666667,0,0,0,0,0,1,0,0,0,0
test,seattle-wa__210105__fov50.jpg,seattle-wa,210105,seattle-wa:210105,aLyRttyjNAOoWULvv6_0PQ,47.54819,-122.273781,0.205556,0.297917,1,0,1,0,0,0,1,0,1,0
test,seattle-wa__98554__fov50.jpg,seattle-wa,98554,seattle-wa:98554,9XWs8GNsRqZ15jZ1lOkaAQ,47.604355,-122.30648,0.4375,0.2875,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__209451__fov50.jpg,seattle-wa,209451,seattle-wa:209451,MhwMsLQXv35YwIxWpV-Dvw,47.70678,-122.333817,0.698611,0.59375,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__6034__fov50.jpg,seattle-wa,6034,seattle-wa:6034,jz4f9KqoeDUKkhW334i9ew,47.666359,-122.31086,0.5,0.341667,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__44981__fov50.jpg,seattle-wa,44981,seattle-wa:44981,a4jHvVXM_k13s0Xgk3v4XA,47.675869,-122.292923,0.156944,0.439583,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__554__fov50.jpg,seattle-wa,554,seattle-wa:554,V-L9_vKYo_c8ftXiiIei2w,47.582962,-122.295227,0.513889,0.435417,1,1,0,0,0,0,0,0,0,0
test,seattle-wa__107880__fov50.jpg,seattle-wa,107880,seattle-wa:107880,ih4s35lVCZGmFWThF1rrUQ,47.61298,-122.322022,0.459722,0.59375,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__227064__fov50.jpg,seattle-wa,227064,seattle-wa:227064,du3con_4pZARmFSerNicZw,47.554712,-122.314634,0.730556,0.541667,1,1,0,0,0,0,0,0,1,0
test,seattle-wa__196878__fov50.jpg,seattle-wa,196878,seattle-wa:196878,l2cQS0V2B6e_aeWMFslaEg,47.564165,-122.285098,0.395833,0.59375,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__269010__fov50.jpg,seattle-wa,269010,seattle-wa:269010,syVp8melaf9kxoOUcCHPdQ,47.531889,-122.346904,0.7,0.7,1,0,0,0,0,1,0,0,0,0
test,seattle-wa__17185__fov50.jpg,seattle-wa,17185,seattle-wa:17185,jjFJXC5Bi5bNio_dc4zsfA,47.655521,-122.332718,0.345833,0.520833,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__115288__fov50.jpg,seattle-wa,115288,seattle-wa:115288,lJbUHHZB_eMZ6sXmutmQIA,47.655846,-122.389832,0.348611,0.620833,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__72491__fov50.jpg,seattle-wa,72491,seattle-wa:72491,UTIQPsQYJ84gUe00xEs6zQ,47.672794,-122.260864,0.416667,0.360417,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__232068__fov50.jpg,seattle-wa,232068,seattle-wa:232068,ueeLQmr_zlboWBtW2GlZzA,47.562287,-122.295796,0.3125,0.40625,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__251871__fov50.jpg,seattle-wa,251871,seattle-wa:251871,8EFgHWzP3QmtTDelEr-xwQ,47.534382,-122.290007,0.588889,0.4625,1,0,0,0,0,0,0,0,1,0
test,seattle-wa__31038__fov50.jpg,seattle-wa,31038,seattle-wa:31038,ExSSw9yD_9aocgz1ChbWwQ,47.671799,-122.353012,0.218056,0.35625,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__162061__fov50.jpg,seattle-wa,162061,seattle-wa:162061,hDPkNwELQTbuKWDuliDl4g,47.65612,-122.282686,0.731944,0.602083,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__66954__fov50.jpg,seattle-wa,66954,seattle-wa:66954,TcMJjSQvqkjMivdUGd-O6A,47.655819,-122.320702,0.625,0.466667,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__30900__fov50.jpg,seattle-wa,30900,seattle-wa:30900,0e1DGFHW5_OhmnHFgR7G5w,47.690285,-122.31234,0.611111,0.279167,0,0,0,0,0,0,0,0,0,0
test,seattle-wa__189379__fov50.jpg,seattle-wa,189379,seattle-wa:189379,_fIpR_0ne4jbj0OKUg6Klw,47.650493,-122.399606,0.695833,0.49375,1,0,0,0,0,0,0,0,0,0
test,seattle-wa__97638__fov50.jpg,seattle-wa,97638,seattle-wa:97638,pl0JkULo93kojVDrsqozjQ,47.660305,-122.409264,0.593056,0.48125,1,0,0,0,0,0,0,0,1,0
test,seattle-wa__170176__fov50.jpg,seattle-wa,170176,seattle-wa:170176,MUPLUYOCoyiBqy7TpV_Ejw,47.632346,-122.31909,0.566667,0.425,1,0,0,0,0,1,0,0,0,0
