filename,city,label_id,pano_id,pano_in_train,nearest_train_m,missing-tactile-warning,narrow,not-enough-landing-space,not-level-with-street,parallel-lines,points-into-traffic,pooled-water,steep,surface-problem,tactile-warning,prob:missing-tactile-warning,prob:narrow,prob:not-enough-landing-space,prob:not-level-with-street,prob:parallel-lines,prob:points-into-traffic,prob:pooled-water,prob:steep,prob:surface-problem,prob:tactile-warning
pittsburgh-pa__11614__fov50.jpg,pittsburgh-pa,11614,N-cim7QB57Qt8Ohb0NnFHQ,False,17.875251,0,1,0,0,0,0,0,0,0,0,2e-06,8e-06,4e-06,1.1e-05,0.0,3e-06,2e-05,5e-06,1.5e-05,0.000256
pittsburgh-pa__16389__fov50.jpg,pittsburgh-pa,16389,Xwd7-oKBDCaMWHq0Ate5Iw,True,11.71689,0,0,0,1,0,0,0,0,0,0,6.5e-05,0.0,2.7e-05,9e-06,0.0,2e-06,2.7e-05,2e-06,1.2e-05,6e-06
pittsburgh-pa__12779__fov50.jpg,pittsburgh-pa,12779,_OdbzsfGYr5OazXXaqNHSA,False,4.003635,1,0,0,1,0,1,0,0,0,0,0.991379,0.0,4e-05,1e-06,0.0,0.00026,5.2e-05,0.0,4e-06,0.0
pittsburgh-pa__15285__fov50.jpg,pittsburgh-pa,15285,Io9btWNn_Clbt1Hv76wnMw,True,9.391966,1,0,0,1,0,1,0,0,0,0,0.999987,0.000321,1.1e-05,6e-06,0.0,5e-06,5e-06,4e-06,1.2e-05,0.0
pittsburgh-pa__11038__fov50.jpg,pittsburgh-pa,11038,YMnn390W-O64Sg6CoKsMHg,False,340.435796,1,0,0,0,0,0,0,0,0,0,0.894421,0.0,4e-06,7e-06,0.0,3.6e-05,7e-06,0.0,3e-06,0.0
pittsburgh-pa__15444__fov50.jpg,pittsburgh-pa,15444,NK-JJYgNdkrespLgCee72Q,True,4.939189,0,0,0,0,0,1,0,0,0,0,0.000129,6e-06,5e-06,0.001309,0.0,6e-06,1.8e-05,3e-06,1e-06,2.3e-05
pittsburgh-pa__15082__fov50.jpg,pittsburgh-pa,15082,nxLdl08ZuNAdps_MFcTDLA,True,0.957,1,0,0,0,0,0,0,0,1,0,0.988965,8e-05,1e-05,0.000298,0.0,0.000967,2e-06,0.00015,0.98947,5e-06
pittsburgh-pa__9263__fov50.jpg,pittsburgh-pa,9263,QkxTcm5qgfQjq_4wDhLOvg,False,20.431755,0,0,1,0,0,1,0,0,0,0,0.999991,1.5e-05,0.000234,3.6e-05,0.0,0.021395,1e-06,7e-06,3e-06,0.0
pittsburgh-pa__16460__fov50.jpg,pittsburgh-pa,16460,iexp44g8aogv85pdfacNRA,True,5.493266,0,0,0,0,0,0,0,0,0,0,3e-06,4e-06,2e-06,3.4e-05,0.0,2e-06,7.3e-05,7e-06,2e-05,0.000221
pittsburgh-pa__10750__fov50.jpg,pittsburgh-pa,10750,cSzu9WUKATMqH-fYqjtmNQ,False,43.656312,1,0,0,0,0,0,0,0,0,0,0.003042,1.3e-05,0.000627,2e-06,0.0,0.000374,2e-06,1e-06,0.003249,0.0
pittsburgh-pa__6310__fov50.jpg,pittsburgh-pa,6310,fj8G20m0kdw2ZALQdxTXTg,False,24.220106,0,1,0,0,0,0,0,0,1,0,0.065979,0.00015,0.000978,3e-06,0.0,1e-06,8.9e-05,0.0,0.984184,1e-06
pittsburgh-pa__16052__fov50.jpg,pittsburgh-pa,16052,eWU6mdzK5laglWKij7FJ4w,False,19.610037,1,0,0,0,0,1,0,0,0,0,0.999992,7e-06,1e-06,0.0045,0.0,3e-06,5e-05,3.7e-05,0.000185,0.0
pittsburgh-pa__15501__fov50.jpg,pittsburgh-pa,15501,lV7akWojzHwu3e0W8HAz_w,False,69.192865,1,0,0,0,0,0,0,0,0,0,0.99511,1e-06,0.0,6.4e-05,0.0,1e-05,6e-06,1e-06,0.00048,0.0
pittsburgh-pa__15142__fov50.jpg,pittsburgh-pa,15142,hLyyRXGBAbPSx2cxFMXX2g,True,8.931916,0,0,0,0,0,1,0,0,0,0,0.114941,0.0,0.0,7e-06,0.0,1.7e-05,3e-06,0.0,8e-06,0.0
pittsburgh-pa__1992__fov50.jpg,pittsburgh-pa,1992,01ljh4K0oXQosM2i_scj4g,False,6.047459,1,0,0,0,0,0,0,0,0,0,0.986477,0.401452,0.0,0.037211,0.0,1e-06,1e-05,1e-06,0.000307,1e-06
pittsburgh-pa__3691__fov50.jpg,pittsburgh-pa,3691,URmLCKa_YqvhXaLkDfxXTA,False,44.718655,1,0,0,0,0,0,0,0,0,0,0.997841,1e-06,1e-06,0.000131,0.0,1.6e-05,1.7e-05,1e-06,1e-06,0.0
pittsburgh-pa__10961__fov50.jpg,pittsburgh-pa,10961,ZV4pNFBn4U2amF5yzGPlfA,False,87.91949,0,0,1,0,0,1,0,0,0,0,0.000948,0.0,0.0,4e-06,0.0,0.007681,2e-06,1e-06,0.000477,2e-06
pittsburgh-pa__9075__fov50.jpg,pittsburgh-pa,9075,fHTvpZOS7ZJpp0NTTG2UdQ,False,100.83855,1,0,0,0,0,0,0,0,0,0,0.110045,0.0,2e-06,0.001382,0.0,0.000133,4e-06,2e-06,0.010714,1e-06
pittsburgh-pa__10520__fov50.jpg,pittsburgh-pa,10520,xDkkX1-_jjpaYkkr4pA7vA,True,8.191489,1,0,0,0,0,1,0,0,0,0,0.929511,0.0,3.8e-05,8e-06,0.0,0.238698,5e-06,0.0,2e-06,0.0
pittsburgh-pa__14274__fov50.jpg,pittsburgh-pa,14274,lk637cR9YnFdyt9bDjrhHA,False,55.00402,0,0,0,0,0,0,0,0,0,0,0.999846,3e-06,2e-06,3.9e-05,0.0,7e-06,1e-05,2.1e-05,3e-06,0.0
pittsburgh-pa__167__fov50.jpg,pittsburgh-pa,167,oQTso5D_D2w65XSCJIdEDg,True,5.971401,0,1,0,1,0,0,0,0,0,0,0.0,0.000137,0.00077,6e-06,0.0,1.7e-05,3.2e-05,1.6e-05,9.5e-05,0.00078
pittsburgh-pa__2404__fov50.jpg,pittsburgh-pa,2404,zYSc5F1pnB1WS0_BC8nP4Q,False,147.115367,0,0,0,0,0,0,0,0,0,0,5.2e-05,0.000182,5e-06,2e-06,0.0,9e-06,1.1e-05,1e-06,5e-06,0.0
pittsburgh-pa__8475__fov50.jpg,pittsburgh-pa,8475,WSJQ4mndJ43K5zkxtfptmQ,False,82.723947,1,1,1,0,0,0,0,0,0,0,0.999756,0.0,0.000144,6e-06,0.0,2.5e-05,1.6e-05,1e-05,0.001137,0.0
pittsburgh-pa__13291__fov50.jpg,pittsburgh-pa,13291,KdfNJkdlFZnkrmJFf8u7jw,False,15.178616,1,0,0,0,0,0,0,0,0,0,0.999938,0.003671,3e-05,0.001661,0.0,1e-06,4e-06,3.6e-05,9e-06,0.0
pittsburgh-pa__15036__fov50.jpg,pittsburgh-pa,15036,vA07hp5GQz82iLYysIepJQ,True,6.994571,0,0,0,0,0,0,0,0,0,0,0.982451,0.0,3e-06,1.4e-05,0.0,2e-06,1.3e-05,0.0,2e-06,0.0
pittsburgh-pa__9015__fov50.jpg,pittsburgh-pa,9015,YPRBkpXX2b30ZJMYijefug,True,12.527196,1,0,0,0,0,1,0,0,0,0,0.000279,0.0,1e-06,2.1e-05,0.0,4e-06,9.5e-05,1e-06,0.000229,8.5e-05
pittsburgh-pa__3363__fov50.jpg,pittsburgh-pa,3363,WC_sNpTMeShXjX4DsWxE9A,True,12.661755,0,0,0,0,0,1,0,0,0,0,1.2e-05,5e-06,6.3e-05,9e-06,0.0,0.927711,3e-06,5e-06,0.000296,2.1e-05
pittsburgh-pa__3370__fov50.jpg,pittsburgh-pa,3370,cPnhyW_vIRa2JK0JfYIWZQ,False,35.973213,0,0,0,0,0,0,0,0,0,0,7e-06,2e-06,3e-06,0.001839,0.0,2.1e-05,0.000149,4.5e-05,2e-06,0.000108
pittsburgh-pa__7093__fov50.jpg,pittsburgh-pa,7093,UAMBcVGWT32SLivPUlgXAQ,False,70.908033,0,0,0,0,0,0,0,0,0,0,7.8e-05,1e-06,1.1e-05,1.8e-05,0.0,2e-06,7.2e-05,1.2e-05,3.2e-05,1.1e-05
pittsburgh-pa__15126__fov50.jpg,pittsburgh-pa,15126,LwwyT0zHHC_6i8DTbOsf9Q,False,21.969094,1,0,0,0,0,0,0,0,0,0,3.3e-05,2e-06,1e-06,8e-06,0.0,0.0,6.4e-05,0.0,0.000354,0.000495
pittsburgh-pa__15278__fov50.jpg,pittsburgh-pa,15278,jJFnRdrdOoKDxDyUrnmODQ,False,42.161142,0,0,0,0,0,0,0,0,0,0,0.001208,3e-06,6.2e-05,3e-06,0.0,2e-06,5.4e-05,3e-06,4.1e-05,0.0
pittsburgh-pa__16378__fov50.jpg,pittsburgh-pa,16378,3VJW21LZB_5Qwh08vJFvjA,True,9.038557,0,0,0,0,0,0,0,0,0,0,2.2e-05,1e-06,4e-06,0.0,0.0,3.6e-05,9e-06,0.0,8e-06,7e-06
pittsburgh-pa__13273__fov50.jpg,pittsburgh-pa,13273,w0o84dfoe57kN_PlDiBNTw,True,9.545139,1,0,0,0,0,0,0,0,0,0,0.999991,3e-06,0.000205,8e-06,0.0,0.004468,1.1e-05,0.000117,2e-06,0.0
pittsburgh-pa__7972__fov50.jpg,pittsburgh-pa,7972,Bif6JQhdmG0d870_AAS3iQ,False,138.44292,1,0,0,0,0,0,0,0,0,0,0.998845,8e-06,1.2e-05,0.000122,0.0,0.0,1.3e-05,1e-06,6e-06,0.0
pittsburgh-pa__14023__fov50.jpg,pittsburgh-pa,14023,RsdhaZ1wIAxEhUEKB12Ljg,False,110.299015,1,0,0,0,0,0,0,0,0,0,0.993083,1.9e-05,0.0,8.6e-05,0.0,0.992088,4e-06,1e-06,5.5e-05,4e-06
pittsburgh-pa__12019__fov50.jpg,pittsburgh-pa,12019,SUzSOIAGnjyCowqkpU9amA,False,137.708068,1,0,0,0,0,0,0,1,0,0,0.998337,1e-06,2.2e-05,4.4e-05,0.0,0.000122,2e-06,1e-06,0.034528,1e-06
pittsburgh-pa__16495__fov50.jpg,pittsburgh-pa,16495,U0MC2CT1E4Z5TD9xJuNeUA,True,3.735038,1,0,0,0,0,0,0,0,0,0,0.978982,2.4e-05,0.0,0.000167,0.0,0.0,2.2e-05,0.0,2e-05,0.0
pittsburgh-pa__16393__fov50.jpg,pittsburgh-pa,16393,c7RcXhEjyLmF7bE_qxTEnw,False,283.046862,1,0,0,1,0,0,0,0,0,0,0.197732,7e-06,3e-06,1e-05,0.0,1e-06,3e-06,9e-06,1.5e-05,2e-06
pittsburgh-pa__8845__fov50.jpg,pittsburgh-pa,8845,rSKfpxfgTaSGwnP9VzMk1g,False,49.417429,1,1,0,0,0,0,0,0,0,0,0.345525,0.0,0.002592,1.3e-05,0.0,0.003126,1e-05,1e-06,2e-06,2e-06
pittsburgh-pa__12646__fov50.jpg,pittsburgh-pa,12646,s1K1zvP4P_GPgZZc9LGa1A,True,11.110815,0,0,0,0,0,0,0,0,0,0,9e-06,2e-06,8e-06,3e-06,0.0,9.7e-05,1.1e-05,1e-06,2e-05,2e-06
pittsburgh-pa__11314__fov50.jpg,pittsburgh-pa,11314,FOYlU86Rtp3Ea2k8QR1TKA,False,33.358631,1,0,0,0,0,0,0,0,0,0,0.999949,0.00027,0.009438,1e-06,0.0,0.79648,3e-06,2e-06,1.6e-05,0.0
pittsburgh-pa__3187__fov50.jpg,pittsburgh-pa,3187,ZZbse484IYo8jDZdLAUAuw,True,12.801822,0,0,0,0,0,0,0,0,1,0,1.7e-05,0.001075,1e-06,0.000112,0.0,2e-06,5.4e-05,1.4e-05,1e-05,4e-06
pittsburgh-pa__8529__fov50.jpg,pittsburgh-pa,8529,NfXMv8h11BQOVzVSojHajg,False,14.327544,1,1,1,0,0,0,0,0,0,0,0.999401,0.03287,1e-06,9.3e-05,0.0,0.250254,4.4e-05,0.0,0.002063,0.0
pittsburgh-pa__9820__fov50.jpg,pittsburgh-pa,9820,fK3sWis_bMY2BjAUSGWZUQ,False,81.753931,1,1,0,0,0,0,0,0,0,0,0.999998,4e-06,8.7e-05,7.2e-05,0.0,2e-05,1e-06,3.1e-05,0.000278,0.0
pittsburgh-pa__13791__fov50.jpg,pittsburgh-pa,13791,Dsci7OoXjyb8dG3Q7BS4Pg,False,356.641313,1,0,1,0,0,0,0,0,0,0,0.046453,5e-06,0.000271,0.0,0.0,0.42622,2e-06,0.0,1e-06,0.0
pittsburgh-pa__11751__fov50.jpg,pittsburgh-pa,11751,c1gfGMsHmCv7XWQAdgeqvg,False,105.21067,1,0,0,0,0,0,0,0,0,0,0.779613,2e-06,1e-06,0.006391,0.0,1.1e-05,0.000504,4e-06,3.6e-05,0.0
pittsburgh-pa__3754__fov50.jpg,pittsburgh-pa,3754,77f4hKKSK7HvDloJs8QSkQ,False,152.449185,1,0,0,0,0,0,0,0,0,0,0.999975,1.1e-05,1e-06,1.8e-05,0.0,0.080434,3e-06,7e-06,1e-06,0.0
pittsburgh-pa__1986__fov50.jpg,pittsburgh-pa,1986,zGQhgtNDmi8k0tlYWKinFA,True,14.418136,0,0,0,0,0,0,0,0,0,0,0.000689,0.000252,1.5e-05,9.1e-05,0.0,0.0,2e-05,1.2e-05,3e-06,1e-06
pittsburgh-pa__8702__fov50.jpg,pittsburgh-pa,8702,AeBkMzj1iFJmRKIYtQlbNA,False,197.739027,0,0,0,0,0,0,0,0,0,0,0.999493,0.000327,6e-06,0.000974,0.0,1e-06,0.000539,2.4e-05,0.930939,1e-06
pittsburgh-pa__15398__fov50.jpg,pittsburgh-pa,15398,gDtXY59Ev2o9jTDElFSOcQ,True,20.827105,0,0,0,0,0,0,0,0,0,0,0.999282,0.045675,6.7e-05,0.000103,0.0,0.0,1.7e-05,4e-06,0.000105,0.0
pittsburgh-pa__16204__fov50.jpg,pittsburgh-pa,16204,7vRJ_EAJ_CScyzSZXdXfSQ,False,7.795148,0,0,0,0,0,1,0,0,0,0,0.001563,4e-06,1e-06,6e-05,0.0,0.928056,0.000314,1e-06,2e-06,9e-06
pittsburgh-pa__5522__fov50.jpg,pittsburgh-pa,5522,WKrUpc_HYykk5fmahePunw,False,95.342846,0,0,0,0,0,1,0,0,0,0,0.84986,0.0,0.0,0.000182,0.0,1e-06,1e-05,0.0,7e-06,0.0
pittsburgh-pa__1816__fov50.jpg,pittsburgh-pa,1816,hxqZdarpRyNbuMOVMvRG7w,False,134.200554,0,0,0,0,0,1,0,0,0,0,5e-06,1e-06,2e-06,4e-06,0.0,0.001856,7.9e-05,1e-06,6e-06,2e-05
pittsburgh-pa__11307__fov50.jpg,pittsburgh-pa,11307,a_IYedt9BZW6elKSvhHP_g,True,4.862884,1,0,0,0,0,0,0,0,1,0,0.999998,0.000553,1e-06,2.1e-05,0.0,0.000167,1.6e-05,1.5e-05,0.142528,0.0
pittsburgh-pa__5520__fov50.jpg,pittsburgh-pa,5520,WKrUpc_HYykk5fmahePunw,False,80.058975,1,0,0,0,0,0,0,0,0,0,0.999572,8e-06,0.0,8e-06,0.0,0.000178,1e-06,0.0,0.000169,0.0
pittsburgh-pa__9869__fov50.jpg,pittsburgh-pa,9869,UrMT_g-8Jf6WHt61IVjs7A,False,107.277726,1,0,0,1,0,0,0,0,0,0,0.999931,0.00012,0.000191,1.4e-05,0.0,7e-06,1.3e-05,3e-06,0.118592,0.0
pittsburgh-pa__15161__fov50.jpg,pittsburgh-pa,15161,srgE0a-PmHRR8gNio_zKaw,False,217.457439,0,0,0,0,0,0,0,0,0,0,0.038377,4.5e-05,1e-06,3e-06,0.0,0.141134,1.4e-05,0.0,4e-06,0.0
pittsburgh-pa__9235__fov50.jpg,pittsburgh-pa,9235,4HDTi62bfCfk4cPGWUCWuw,True,11.840745,1,0,0,0,0,0,0,0,0,0,0.999995,5e-06,2.9e-05,9.7e-05,0.0,0.000117,2.8e-05,4e-06,0.000149,0.0
pittsburgh-pa__1013__fov50.jpg,pittsburgh-pa,1013,8AmDJiXJO7SH3A5R3OPBFw,True,1.549832,0,0,0,0,0,0,0,0,0,0,4e-06,2e-06,1e-06,3.6e-05,0.0,5e-06,4.3e-05,3e-06,4.9e-05,6.5e-05
pittsburgh-pa__15758__fov50.jpg,pittsburgh-pa,15758,M-R8v3UfEHxir5fApmwNRg,False,9.375218,0,0,0,0,0,0,0,0,0,0,9e-06,8e-06,4e-06,1.3e-05,0.0,0.000739,1e-05,0.0,1e-06,2.8e-05
pittsburgh-pa__8798__fov50.jpg,pittsburgh-pa,8798,6iKhKUOEqjXbMwoG86udCA,False,206.082546,1,0,0,0,0,1,0,0,0,0,0.99991,4e-06,1.2e-05,6.5e-05,0.0,2e-06,5e-06,2e-06,3e-06,0.0
pittsburgh-pa__14410__fov50.jpg,pittsburgh-pa,14410,MIzIoW9L4dVP68nNsm5zeQ,False,234.328717,1,0,0,0,0,0,0,0,0,0,0.99994,5e-06,0.000171,0.000143,0.0,1e-06,1e-05,0.000142,1.7e-05,0.0
pittsburgh-pa__6591__fov50.jpg,pittsburgh-pa,6591,axRXRT9OID2VyV_K6dL8-Q,False,80.730414,1,0,0,0,0,0,0,0,0,0,0.957371,1e-05,4e-06,1e-05,0.0,0.0,6e-06,1e-06,8e-06,0.0
pittsburgh-pa__3911__fov50.jpg,pittsburgh-pa,3911,K92D0DdIrkgqrOiCIZcNng,False,148.851099,1,0,1,0,0,0,0,0,0,0,0.999945,3e-06,0.000737,2.2e-05,0.0,0.991365,1.2e-05,1.4e-05,1.4e-05,1e-06
pittsburgh-pa__8560__fov50.jpg,pittsburgh-pa,8560,dD46LAXlFvOzaPMcNM2meg,True,11.292203,0,0,0,0,0,0,0,0,0,0,5.3e-05,3e-06,1.6e-05,5e-06,0.0,3e-06,4.2e-05,1e-06,1.7e-05,1e-06
seattle-wa__218199__fov50.jpg,seattle-wa,218199,26ggQedXpL6A_KsAuURWkQ,True,3.436033,0,0,0,0,0,0,0,0,0,0,1e-06,1.1e-05,3e-06,9e-06,0.0,8e-06,1.9e-05,1e-06,1.1e-05,2.4e-05
seattle-wa__873__fov50.jpg,seattle-wa,873,dBThEy4NAUekmhMfPRK0DQ,False,14.519014,1,0,0,0,0,0,0,0,0,0,0.999971,3e-05,1e-06,5e-05,0.0,2e-06,1.5e-05,1e-06,3.3e-05,0.0
seattle-wa__165149__fov50.jpg,seattle-wa,165149,xBDlJIG3hCDXGyConrJbGQ,False,313.430383,0,0,0,0,0,0,0,0,0,0,2e-06,2e-06,2e-06,1e-05,0.0,0.000163,1.6e-05,1e-06,8e-06,8e-06
seattle-wa__13729__fov50.jpg,seattle-wa,13729,UW_A4xukcE1B7lyFdWnJ6g,False,21.788983,1,0,0,0,0,0,0,0,0,0,0.99899,0.0,0.000153,2e-06,0.0,0.000167,9e-06,0.0,7e-06,0.0
seattle-wa__188904__fov50.jpg,seattle-wa,188904,yHNuFrZtaiVck2makAAeyQ,False,19.623048,1,0,0,0,0,0,0,0,0,0,0.999994,2e-06,1.5e-05,5.6e-05,0.0,8e-06,9e-06,0.000217,0.000888,0.0
seattle-wa__33924__fov50.jpg,seattle-wa,33924,Nm4Uy0sGFmgq1j0jfZd5wA,False,86.847853,0,0,0,0,0,1,0,0,0,0,7e-06,1e-06,1e-06,1.6e-05,0.0,0.009401,5.7e-05,1e-06,2e-06,2.1e-05
seattle-wa__170046__fov50.jpg,seattle-wa,170046,-A9mCQ7o8A0Vs9Pirw6TdA,False,5.528099,1,1,0,0,0,0,0,0,0,0,0.318731,1e-06,9e-06,0.0,0.0,0.00021,4e-06,0.0,1e-06,0.0
seattle-wa__123279__fov50.jpg,seattle-wa,123279,WEkdLqKAL7AJruCPUrOiCQ,False,107.607159,0,0,0,0,0,0,0,0,0,0,0.00018,0.000212,0.0,1.1e-05,0.0,0.020599,2.5e-05,0.0,0.000178,8e-06
seattle-wa__178987__fov50.jpg,seattle-wa,178987,DPrEJ8aMORe14bfTe17xEw,True,2.971243,1,0,0,0,0,0,0,0,0,0,0.996768,3e-06,2e-06,1.7e-05,0.0,2e-06,4e-06,3e-06,7e-06,0.0
seattle-wa__99197__fov50.jpg,seattle-wa,99197,ih4s35lVCZGmFWThF1rrUQ,True,0.746625,0,0,0,0,0,0,0,0,0,0,0.002983,1e-06,6e-06,7e-06,0.0,0.0,1.3e-05,4e-06,8e-06,1e-06
seattle-wa__207350__fov50.jpg,seattle-wa,207350,WH-NJmKhT_N06fx-jL-OIA,False,11.958503,0,0,0,0,0,0,0,0,0,0,1.4e-05,0.000171,8e-06,7e-06,0.0,2.9e-05,0.000209,3e-06,5e-06,2e-06
seattle-wa__17123__fov50.jpg,seattle-wa,17123,7oUB1IKm6gm5yTmXh8nOlg,False,327.093154,0,0,0,0,0,0,0,0,0,0,1.9e-05,0.001465,1e-05,0.00115,0.0,1.1e-05,6.6e-05,4e-06,0.000178,1.4e-05
seattle-wa__145848__fov50.jpg,seattle-wa,145848,MX3j-IQH8Bn5fMHTsUJS_g,False,170.609347,1,0,0,0,0,0,0,0,0,0,0.999995,3.4e-05,4e-06,1.6e-05,0.0,0.000308,2e-06,2e-06,1.1e-05,0.0
seattle-wa__175110__fov50.jpg,seattle-wa,175110,Fqz-2xy7TJP_Lrtn4hn8ug,False,203.975017,0,0,0,0,0,0,0,0,0,0,5e-06,1e-05,1e-06,8.7e-05,0.0,2.8e-05,1.2e-05,1.1e-05,5e-06,4.4e-05
seattle-wa__208995__fov50.jpg,seattle-wa,208995,ASQqsgpPzo4kvlat_w1cbg,False,214.976822,0,0,0,0,0,0,0,0,0,0,8e-06,1.8e-05,1e-06,8e-06,0.0,3.8e-05,1.2e-05,2e-06,4e-06,5e-06
seattle-wa__37644__fov50.jpg,seattle-wa,37644,Ljw1JSlTtl3fWHncvuptcw,True,13.34426,0,0,0,0,0,0,0,0,1,0,6.8e-05,0.0,4e-05,1e-06,0.0,1e-05,7e-06,0.0,7.6e-05,1e-06
seattle-wa__141782__fov50.jpg,seattle-wa,141782,7WNUSFkOaytC-4NmUo88Zg,False,0.621886,0,0,0,0,0,0,0,0,0,0,6.1e-05,7e-05,1e-05,1e-05,0.0,0.0,5.1e-05,6e-06,4.1e-05,3e-06
seattle-wa__75860__fov50.jpg,seattle-wa,75860,o0zblVi58sQcTEDgkrdazw,True,6.33745,1,0,0,0,0,0,0,0,0,0,0.999986,4.5e-05,1e-06,7e-06,0.0,0.010003,1.2e-05,1e-06,2e-06,0.0
seattle-wa__117963__fov50.jpg,seattle-wa,117963,JxjxTy1YG90LBUulggn9CQ,True,12.811282,0,0,0,0,0,0,0,0,0,0,1.1e-05,2.4e-05,6e-06,2e-06,0.0,4e-06,1e-05,2e-06,3e-06,5e-06
seattle-wa__200230__fov50.jpg,seattle-wa,200230,brKpweD_v4JeiF4I0vt6tA,False,39.80625,1,0,0,0,0,0,0,0,0,0,0.938554,0.0,1e-06,0.000787,0.0,1e-06,5e-06,2e-06,7e-06,0.0
seattle-wa__109452__fov50.jpg,seattle-wa,109452,cPrmqFXKq9t9UtbLZbVRcw,True,9.744958,1,0,0,0,0,0,0,0,0,0,0.99998,1e-06,8e-06,8e-05,0.0,0.606712,1e-05,0.000263,1.1e-05,2e-06
seattle-wa__251103__fov50.jpg,seattle-wa,251103,gWbuEfYVhLIXyR1IZp7qbg,False,88.845301,1,0,0,0,0,0,0,0,0,0,0.996926,0.0,0.0,0.000621,0.0,0.000953,0.000369,2e-06,3.1e-05,2e-06
seattle-wa__184891__fov50.jpg,seattle-wa,184891,vRABPtIe872XMH2Pgn2BxQ,False,81.396865,1,0,0,0,0,0,0,0,0,0,0.998779,0.0,3.1e-05,3e-06,0.0,2e-06,9e-06,6e-06,4e-06,0.0
seattle-wa__255072__fov50.jpg,seattle-wa,255072,Z1FTorvnN8Chk6hESbp-TQ,False,125.206763,0,0,0,0,0,1,0,0,0,0,7e-06,1.5e-05,2e-05,9e-06,0.0,6e-06,2.7e-05,7e-06,5e-06,7e-06
seattle-wa__141755__fov50.jpg,seattle-wa,141755,wjFUZDCGgFBrtea-dTdOsQ,False,239.765226,1,0,0,0,0,0,0,0,0,0,0.999968,2.4e-05,5e-06,2.6e-05,0.0,0.96496,4e-06,1e-05,3.4e-05,0.0
seattle-wa__127220__fov50.jpg,seattle-wa,127220,oRmovtf4W-dSvQqRmQS9FA,False,9.734399,0,0,0,0,0,0,0,0,0,0,8e-06,7e-06,5e-06,4e-06,0.0,8.1e-05,4e-05,0.0,1e-06,4e-06
seattle-wa__235657__fov50.jpg,seattle-wa,235657,hFnsZrNVIKJABWMKNQOHqg,False,14.197754,1,1,0,0,0,0,0,0,0,0,0.88803,0.023681,4.8e-05,0.159076,0.0,0.000876,0.000127,1e-06,2.3e-05,0.0
