filename,city,label_id,pano_id,pano_in_train,nearest_train_m,missing-tactile-warning,narrow,not-enough-landing-space,not-level-with-street,parallel-lines,points-into-traffic,pooled-water,steep,surface-problem,tactile-warning,prob:missing-tactile-warning,prob:narrow,prob:not-enough-landing-space,prob:not-level-with-street,prob:parallel-lines,prob:points-into-traffic,prob:pooled-water,prob:steep,prob:surface-problem,prob:tactile-warning
pittsburgh-pa__16460__fov90.jpg,pittsburgh-pa,16460,iexp44g8aogv85pdfacNRA,True,5.493266,0,0,0,0,0,0,0,0,0,0,0.000274,3e-06,8e-06,5e-06,0.0,0.000202,1.6e-05,1.4e-05,6e-06,1e-06
pittsburgh-pa__10750__fov90.jpg,pittsburgh-pa,10750,cSzu9WUKATMqH-fYqjtmNQ,False,43.656312,1,0,0,0,0,0,0,0,0,0,8.4e-05,4.9e-05,0.0001,1e-06,0.0,2e-06,8e-06,1e-05,3e-06,2e-06
pittsburgh-pa__6310__fov90.jpg,pittsburgh-pa,6310,fj8G20m0kdw2ZALQdxTXTg,False,24.220106,0,1,0,0,0,0,0,0,1,0,0.996395,1e-05,0.000319,5e-06,0.0,3e-06,1e-06,3e-05,0.035368,0.0
pittsburgh-pa__16052__fov90.jpg,pittsburgh-pa,16052,eWU6mdzK5laglWKij7FJ4w,False,19.610037,1,0,0,0,0,1,0,0,0,0,0.999881,3e-05,0.0,1.3e-05,0.0,6e-05,9e-06,2.9e-05,8e-06,1e-06
pittsburgh-pa__15501__fov90.jpg,pittsburgh-pa,15501,lV7akWojzHwu3e0W8HAz_w,False,69.192865,1,0,0,0,0,0,0,0,0,0,0.99999,8e-06,6e-06,5.4e-05,0.0,7.4e-05,4e-05,3e-05,0.010956,1e-06
pittsburgh-pa__15142__fov90.jpg,pittsburgh-pa,15142,hLyyRXGBAbPSx2cxFMXX2g,True,8.931916,0,0,0,0,0,1,0,0,0,0,0.001119,1e-06,0.011367,1.8e-05,0.0,0.005282,0.000987,2.3e-05,5e-06,2e-06
pittsburgh-pa__1992__fov90.jpg,pittsburgh-pa,1992,01ljh4K0oXQosM2i_scj4g,False,6.047459,1,0,0,0,0,0,0,0,0,0,0.999939,3e-05,0.0,5e-06,0.0,0.001748,1e-06,9e-06,7e-06,3e-06
pittsburgh-pa__3691__fov90.jpg,pittsburgh-pa,3691,URmLCKa_YqvhXaLkDfxXTA,False,44.718655,1,0,0,0,0,0,0,0,0,0,0.998399,2.7e-05,1e-06,1e-06,0.0,7e-06,0.000122,1.8e-05,0.025313,1e-06
pittsburgh-pa__10961__fov90.jpg,pittsburgh-pa,10961,ZV4pNFBn4U2amF5yzGPlfA,False,87.91949,0,0,1,0,0,1,0,0,0,0,2.2e-05,1.8e-05,2.3e-05,1.1e-05,0.0,3.7e-05,4e-06,4e-06,6e-06,1.5e-05
pittsburgh-pa__9075__fov90.jpg,pittsburgh-pa,9075,fHTvpZOS7ZJpp0NTTG2UdQ,False,100.83855,1,0,0,0,0,0,0,0,0,0,0.999941,1.5e-05,1.6e-05,3e-06,0.0,0.000182,1.3e-05,4e-06,0.001036,0.0
pittsburgh-pa__10520__fov90.jpg,pittsburgh-pa,10520,xDkkX1-_jjpaYkkr4pA7vA,True,8.191489,1,0,0,0,0,1,0,0,0,0,0.999999,4.6e-05,0.000216,8e-06,0.0,0.017986,7e-06,2.1e-05,0.00018,1e-06
pittsburgh-pa__14274__fov90.jpg,pittsburgh-pa,14274,lk637cR9YnFdyt9bDjrhHA,False,55.00402,0,0,0,0,0,0,0,0,0,0,0.999127,1.3e-05,0.0,1.7e-05,0.0,7e-06,1e-06,6e-06,9e-06,2e-06
pittsburgh-pa__167__fov90.jpg,pittsburgh-pa,167,oQTso5D_D2w65XSCJIdEDg,True,5.971401,0,1,0,1,0,0,0,0,0,0,0.000237,0.000359,1e-06,1.6e-05,0.0,1e-06,3.6e-05,2.8e-05,0.000153,4e-06
pittsburgh-pa__2404__fov90.jpg,pittsburgh-pa,2404,zYSc5F1pnB1WS0_BC8nP4Q,False,147.115367,0,0,0,0,0,0,0,0,0,0,0.069645,6e-06,5e-06,0.0,0.0,0.798121,0.00038,3e-06,5e-06,1e-06
pittsburgh-pa__8475__fov90.jpg,pittsburgh-pa,8475,WSJQ4mndJ43K5zkxtfptmQ,False,82.723947,1,1,1,0,0,0,0,0,0,0,0.836819,2.5e-05,1.9e-05,1.1e-05,0.0,0.0,2.3e-05,0.000148,0.888699,1e-06
pittsburgh-pa__13291__fov90.jpg,pittsburgh-pa,13291,KdfNJkdlFZnkrmJFf8u7jw,False,15.178616,1,0,0,0,0,0,0,0,0,0,0.017036,9e-06,1e-06,1e-06,0.0,7e-06,3e-05,3e-06,0.000234,1e-06
pittsburgh-pa__15036__fov90.jpg,pittsburgh-pa,15036,vA07hp5GQz82iLYysIepJQ,True,6.994571,0,0,0,0,0,0,0,0,0,0,0.000682,6e-05,1e-06,5e-06,0.0,0.0,1e-06,8e-06,6.3e-05,4e-06
pittsburgh-pa__9015__fov90.jpg,pittsburgh-pa,9015,YPRBkpXX2b30ZJMYijefug,True,12.527196,1,0,0,0,0,1,0,0,0,0,0.490099,1.1e-05,0.0,3.3e-05,0.0,0.0,6.2e-05,9e-06,0.004227,1e-06
pittsburgh-pa__3363__fov90.jpg,pittsburgh-pa,3363,WC_sNpTMeShXjX4DsWxE9A,True,12.661755,0,0,0,0,0,1,0,0,0,0,9e-06,0.000254,1.3e-05,2e-06,0.0,0.073628,3.1e-05,5e-06,4e-06,7e-06
pittsburgh-pa__3370__fov90.jpg,pittsburgh-pa,3370,cPnhyW_vIRa2JK0JfYIWZQ,False,35.973213,0,0,0,0,0,0,0,0,0,0,4.8e-05,9e-06,4e-06,1.2e-05,0.0,8e-06,7e-06,5e-06,7e-06,6e-06
pittsburgh-pa__7093__fov90.jpg,pittsburgh-pa,7093,UAMBcVGWT32SLivPUlgXAQ,False,70.908033,0,0,0,0,0,0,0,0,0,0,0.000349,8e-06,1e-06,4e-06,0.0,1.2e-05,9e-06,2e-06,4e-06,1e-06
pittsburgh-pa__15126__fov90.jpg,pittsburgh-pa,15126,LwwyT0zHHC_6i8DTbOsf9Q,False,21.969094,1,0,0,0,0,0,0,0,0,0,4e-06,1.2e-05,1.3e-05,1e-06,0.0,1e-06,6e-06,7e-06,0.002085,0.00066
pittsburgh-pa__15278__fov90.jpg,pittsburgh-pa,15278,jJFnRdrdOoKDxDyUrnmODQ,False,42.161142,0,0,0,0,0,0,0,0,0,0,8e-06,2.9e-05,2.9e-05,1e-05,0.0,0.000157,0.00013,1e-05,8e-06,6e-06
pittsburgh-pa__16378__fov90.jpg,pittsburgh-pa,16378,3VJW21LZB_5Qwh08vJFvjA,True,9.038557,0,0,0,0,0,0,0,0,0,0,1.4e-05,4e-06,9.5e-05,1e-06,0.0,0.002846,0.000111,5e-06,6e-06,1.5e-05
pittsburgh-pa__13273__fov90.jpg,pittsburgh-pa,13273,w0o84dfoe57kN_PlDiBNTw,True,9.545139,1,0,0,0,0,0,0,0,0,0,0.999973,2.5e-05,1.3e-05,2e-06,0.0,0.044012,1e-06,5e-06,1e-06,0.0
pittsburgh-pa__7972__fov90.jpg,pittsburgh-pa,7972,Bif6JQhdmG0d870_AAS3iQ,False,138.44292,1,0,0,0,0,0,0,0,0,0,0.99699,4.7e-05,1e-06,3.5e-05,0.0,0.0,1e-06,1.5e-05,2e-05,1e-06
pittsburgh-pa__14023__fov90.jpg,pittsburgh-pa,14023,RsdhaZ1wIAxEhUEKB12Ljg,False,110.299015,1,0,0,0,0,0,0,0,0,0,0.999276,1e-06,0.0,1.7e-05,0.0,0.000285,2e-06,1e-06,0.00048,1e-06
pittsburgh-pa__12019__fov90.jpg,pittsburgh-pa,12019,SUzSOIAGnjyCowqkpU9amA,False,137.708068,1,0,0,0,0,0,0,1,0,0,0.999531,0.0,3.9e-05,3e-06,0.0,4.3e-05,4.5e-05,1.8e-05,0.001096,1e-06
pittsburgh-pa__16495__fov90.jpg,pittsburgh-pa,16495,U0MC2CT1E4Z5TD9xJuNeUA,True,3.735038,1,0,0,0,0,0,0,0,0,0,0.995376,0.002195,0.0,1e-06,0.0,5.8e-05,0.000528,0.000168,0.769553,3e-06
pittsburgh-pa__16393__fov90.jpg,pittsburgh-pa,16393,c7RcXhEjyLmF7bE_qxTEnw,False,283.046862,1,0,0,1,0,0,0,0,0,0,0.003244,0.000947,1e-06,4.1e-05,0.0,0.0,1e-06,3.1e-05,8.4e-05,0.000207
pittsburgh-pa__8845__fov90.jpg,pittsburgh-pa,8845,rSKfpxfgTaSGwnP9VzMk1g,False,49.417429,1,1,0,0,0,0,0,0,0,0,0.93008,2e-06,7e-06,0.0,0.0,6.3e-05,5e-06,8e-06,3e-06,0.0
pittsburgh-pa__12646__fov90.jpg,pittsburgh-pa,12646,s1K1zvP4P_GPgZZc9LGa1A,True,11.110815,0,0,0,0,0,0,0,0,0,0,9e-06,0.000117,2.3e-05,1.6e-05,0.0,3e-06,0.000562,3.3e-05,0.003062,7e-06
pittsburgh-pa__11314__fov90.jpg,pittsburgh-pa,11314,FOYlU86Rtp3Ea2k8QR1TKA,False,33.358631,1,0,0,0,0,0,0,0,0,0,0.99999,6e-06,2e-06,4e-06,0.0,0.242177,4.1e-05,1e-05,8.1e-05,4e-06
pittsburgh-pa__3187__fov90.jpg,pittsburgh-pa,3187,ZZbse484IYo8jDZdLAUAuw,True,12.801822,0,0,0,0,0,0,0,0,1,0,9e-06,4.9e-05,2e-06,5e-06,0.0,0.000253,0.000791,2.4e-05,0.001924,1.7e-05
pittsburgh-pa__8529__fov90.jpg,pittsburgh-pa,8529,NfXMv8h11BQOVzVSojHajg,False,14.327544,1,1,1,0,0,0,0,0,0,0,0.999994,0.00062,9e-06,2e-06,0.0,0.103824,4e-06,3e-05,1e-06,1e-06
pittsburgh-pa__9820__fov90.jpg,pittsburgh-pa,9820,fK3sWis_bMY2BjAUSGWZUQ,False,81.753931,1,1,0,0,0,0,0,0,0,0,0.999997,2e-06,0.000239,0.000461,0.0,0.00011,2e-06,6.8e-05,0.000195,0.0
pittsburgh-pa__13791__fov90.jpg,pittsburgh-pa,13791,Dsci7OoXjyb8dG3Q7BS4Pg,False,356.641313,1,0,1,0,0,0,0,0,0,0,0.822082,0.001241,0.000341,2e-06,0.0,1e-06,5e-05,0.000548,2e-05,0.0
pittsburgh-pa__11751__fov90.jpg,pittsburgh-pa,11751,c1gfGMsHmCv7XWQAdgeqvg,False,105.21067,1,0,0,0,0,0,0,0,0,0,0.999991,0.001177,3e-06,1.7e-05,0.0,0.004395,0.000457,9.7e-05,1.7e-05,1e-06
pittsburgh-pa__3754__fov90.jpg,pittsburgh-pa,3754,77f4hKKSK7HvDloJs8QSkQ,False,152.449185,1,0,0,0,0,0,0,0,0,0,0.998634,2.6e-05,0.0,1e-06,0.0,0.000518,1e-06,1.8e-05,3e-06,1e-06
pittsburgh-pa__1986__fov90.jpg,pittsburgh-pa,1986,zGQhgtNDmi8k0tlYWKinFA,True,14.418136,0,0,0,0,0,0,0,0,0,0,0.999995,0.000132,6e-06,0.002177,0.0,0.000461,1e-06,0.000146,1.7e-05,5e-06
pittsburgh-pa__8702__fov90.jpg,pittsburgh-pa,8702,AeBkMzj1iFJmRKIYtQlbNA,False,197.739027,0,0,0,0,0,0,0,0,0,0,0.33964,0.001249,0.0,8e-06,0.0,2.8e-05,0.0,8e-06,3e-06,3e-06
pittsburgh-pa__15398__fov90.jpg,pittsburgh-pa,15398,gDtXY59Ev2o9jTDElFSOcQ,True,20.827105,0,0,0,0,0,0,0,0,0,0,0.988014,0.011648,1.1e-05,1.4e-05,0.0,0.0,1.1e-05,0.000258,3.3e-05,0.0
pittsburgh-pa__16204__fov90.jpg,pittsburgh-pa,16204,7vRJ_EAJ_CScyzSZXdXfSQ,False,7.795148,0,0,0,0,0,1,0,0,0,0,0.09006,0.183135,0.222859,1e-06,0.0,0.140212,0.000707,1.9e-05,1e-06,9e-06
pittsburgh-pa__5522__fov90.jpg,pittsburgh-pa,5522,WKrUpc_HYykk5fmahePunw,False,95.342846,0,0,0,0,0,1,0,0,0,0,6e-05,1e-06,3e-06,3.4e-05,0.0,7.8e-05,4e-06,3e-06,6e-06,5.3e-05
pittsburgh-pa__1816__fov90.jpg,pittsburgh-pa,1816,hxqZdarpRyNbuMOVMvRG7w,False,134.200554,0,0,0,0,0,1,0,0,0,0,8.8e-05,1.4e-05,2e-06,6e-06,0.0,2.7e-05,1e-06,2e-06,2e-06,7e-06
pittsburgh-pa__11307__fov90.jpg,pittsburgh-pa,11307,a_IYedt9BZW6elKSvhHP_g,True,4.862884,1,0,0,0,0,0,0,0,1,0,0.999332,0.000136,9e-06,1.5e-05,0.0,1e-05,1.6e-05,7e-06,0.743887,3e-06
pittsburgh-pa__5520__fov90.jpg,pittsburgh-pa,5520,WKrUpc_HYykk5fmahePunw,False,80.058975,1,0,0,0,0,0,0,0,0,0,0.139613,6.7e-05,0.0,1e-06,0.0,8e-06,1e-06,5e-06,1e-06,4e-06
pittsburgh-pa__9869__fov90.jpg,pittsburgh-pa,9869,UrMT_g-8Jf6WHt61IVjs7A,False,107.277726,1,0,0,1,0,0,0,0,0,0,0.997954,1.1e-05,0.000107,0.0,0.0,0.001909,0.244264,6.7e-05,0.016829,0.0
pittsburgh-pa__15161__fov90.jpg,pittsburgh-pa,15161,srgE0a-PmHRR8gNio_zKaw,False,217.457439,0,0,0,0,0,0,0,0,0,0,3.3e-05,1e-05,3e-06,4.6e-05,0.0,0.01314,4e-06,5e-06,4e-06,3.4e-05
pittsburgh-pa__9235__fov90.jpg,pittsburgh-pa,9235,4HDTi62bfCfk4cPGWUCWuw,True,11.840745,1,0,0,0,0,0,0,0,0,0,0.999936,4.1e-05,0.000589,0.001301,0.0,2e-06,1.2e-05,3.7e-05,0.294882,0.0
pittsburgh-pa__1013__fov90.jpg,pittsburgh-pa,1013,8AmDJiXJO7SH3A5R3OPBFw,True,1.549832,0,0,0,0,0,0,0,0,0,0,1.9e-05,3e-06,9e-06,3e-06,0.0,7.9e-05,9e-06,4e-06,9e-06,7e-06
pittsburgh-pa__15758__fov90.jpg,pittsburgh-pa,15758,M-R8v3UfEHxir5fApmwNRg,False,9.375218,0,0,0,0,0,0,0,0,0,0,0.000309,0.000274,2e-06,1e-06,0.0,0.000383,0.000435,5e-06,0.00011,4e-06
pittsburgh-pa__8798__fov90.jpg,pittsburgh-pa,8798,6iKhKUOEqjXbMwoG86udCA,False,206.082546,1,0,0,0,0,1,0,0,0,0,0.9993,2.4e-05,0.000161,2.2e-05,0.0,7e-06,1.2e-05,1.5e-05,2e-06,0.0
pittsburgh-pa__14410__fov90.jpg,pittsburgh-pa,14410,MIzIoW9L4dVP68nNsm5zeQ,False,234.328717,1,0,0,0,0,0,0,0,0,0,0.985522,6e-06,3e-06,2.1e-05,0.0,2e-06,2e-06,3.1e-05,4e-06,1e-06
pittsburgh-pa__6591__fov90.jpg,pittsburgh-pa,6591,axRXRT9OID2VyV_K6dL8-Q,False,80.730414,1,0,0,0,0,0,0,0,0,0,0.885166,0.00109,2e-06,1e-06,0.0,1e-06,6e-06,2.7e-05,4.8e-05,1e-06
pittsburgh-pa__3911__fov90.jpg,pittsburgh-pa,3911,K92D0DdIrkgqrOiCIZcNng,False,148.851099,1,0,1,0,0,0,0,0,0,0,0.999995,0.00134,4e-06,1.6e-05,0.0,0.1045,1.1e-05,4e-06,0.0,1e-06
pittsburgh-pa__8560__fov90.jpg,pittsburgh-pa,8560,dD46LAXlFvOzaPMcNM2meg,True,11.292203,0,0,0,0,0,0,0,0,0,0,0.00015,6e-06,0.000305,3e-06,0.0,0.001581,0.00048,3e-06,4e-06,0.0
seattle-wa__218199__fov90.jpg,seattle-wa,218199,26ggQedXpL6A_KsAuURWkQ,True,3.436033,0,0,0,0,0,0,0,0,0,0,5e-06,7e-06,3e-06,2e-05,0.0,1e-06,1e-06,2e-06,7.6e-05,0.000307
seattle-wa__873__fov90.jpg,seattle-wa,873,dBThEy4NAUekmhMfPRK0DQ,False,14.519014,1,0,0,0,0,0,0,0,0,0,0.999886,0.000143,1e-06,2.5e-05,0.0,4e-06,6e-06,6e-06,0.000877,0.0
seattle-wa__165149__fov90.jpg,seattle-wa,165149,xBDlJIG3hCDXGyConrJbGQ,False,313.430383,0,0,0,0,0,0,0,0,0,0,0.000113,1.7e-05,3e-06,4e-06,0.0,2e-06,4e-06,1.2e-05,1e-05,3e-06
seattle-wa__13729__fov90.jpg,seattle-wa,13729,UW_A4xukcE1B7lyFdWnJ6g,False,21.788983,1,0,0,0,0,0,0,0,0,0,0.999962,6.6e-05,0.0,0.000112,0.0,0.011464,3e-06,3e-06,5e-06,3e-06
seattle-wa__188904__fov90.jpg,seattle-wa,188904,yHNuFrZtaiVck2makAAeyQ,False,19.623048,1,0,0,0,0,0,0,0,0,0,0.984191,2.1e-05,5e-06,3e-06,0.0,3.3e-05,0.000776,2e-06,0.20224,0.0
seattle-wa__33924__fov90.jpg,seattle-wa,33924,Nm4Uy0sGFmgq1j0jfZd5wA,False,86.847853,0,0,0,0,0,1,0,0,0,0,4.7e-05,9.8e-05,3e-06,3e-06,0.0,0.031632,9.7e-05,7e-06,4e-06,3e-06
seattle-wa__170046__fov90.jpg,seattle-wa,170046,-A9mCQ7o8A0Vs9Pirw6TdA,False,5.528099,1,1,0,0,0,0,0,0,0,0,0.99175,4.7e-05,0.0,1e-06,0.0,0.00122,1e-06,9e-06,1e-06,2e-06
seattle-wa__123279__fov90.jpg,seattle-wa,123279,WEkdLqKAL7AJruCPUrOiCQ,False,107.607159,0,0,0,0,0,0,0,0,0,0,2.7e-05,7e-06,8e-06,2.4e-05,0.0,1e-06,2e-06,1.3e-05,2.7e-05,3.8e-05
seattle-wa__178987__fov90.jpg,seattle-wa,178987,DPrEJ8aMORe14bfTe17xEw,True,2.971243,1,0,0,0,0,0,0,0,0,0,8.8e-05,9e-06,3.2e-05,0.0,0.0,0.000592,5.2e-05,3e-06,0.000285,3.9e-05
seattle-wa__99197__fov90.jpg,seattle-wa,99197,ih4s35lVCZGmFWThF1rrUQ,True,0.746625,0,0,0,0,0,0,0,0,0,0,7.7e-05,7.9e-05,2e-06,6e-06,0.0,1e-06,1e-05,1e-05,4.8e-05,4e-06
seattle-wa__207350__fov90.jpg,seattle-wa,207350,WH-NJmKhT_N06fx-jL-OIA,False,11.958503,0,0,0,0,0,0,0,0,0,0,1.1e-05,6.4e-05,1e-05,3e-06,0.0,7e-06,0.000677,2.2e-05,0.000366,2e-06
seattle-wa__17123__fov90.jpg,seattle-wa,17123,7oUB1IKm6gm5yTmXh8nOlg,False,327.093154,0,0,0,0,0,0,0,0,0,0,0.000276,6.6e-05,4e-06,6.5e-05,0.0,0.0,2e-06,9e-06,5.8e-05,6e-06
seattle-wa__145848__fov90.jpg,seattle-wa,145848,MX3j-IQH8Bn5fMHTsUJS_g,False,170.609347,1,0,0,0,0,0,0,0,0,0,0.999861,5e-06,3.2e-05,4.8e-05,0.0,2e-06,2.1e-05,2.4e-05,0.000271,0.0
seattle-wa__175110__fov90.jpg,seattle-wa,175110,Fqz-2xy7TJP_Lrtn4hn8ug,False,203.975017,0,0,0,0,0,0,0,0,0,0,1e-05,8e-06,5e-05,6e-06,0.0,0.00027,0.000113,5e-06,1.4e-05,9e-06
seattle-wa__208995__fov90.jpg,seattle-wa,208995,ASQqsgpPzo4kvlat_w1cbg,False,214.976822,0,0,0,0,0,0,0,0,0,0,0.000518,2.1e-05,0.000202,1e-06,0.0,0.00462,1.5e-05,9e-06,0.0,1e-06
seattle-wa__37644__fov90.jpg,seattle-wa,37644,Ljw1JSlTtl3fWHncvuptcw,True,13.34426,0,0,0,0,0,0,0,0,1,0,0.000152,0.001661,2.9e-05,1e-06,0.0,1e-06,3e-06,3e-06,2.7e-05,1e-06
seattle-wa__141782__fov90.jpg,seattle-wa,141782,7WNUSFkOaytC-4NmUo88Zg,False,0.621886,0,0,0,0,0,0,0,0,0,0,0.998176,3.4e-05,5e-06,1e-06,0.0,0.001989,0.000455,8e-06,0.000606,1e-06
seattle-wa__75860__fov90.jpg,seattle-wa,75860,o0zblVi58sQcTEDgkrdazw,True,6.33745,1,0,0,0,0,0,0,0,0,0,0.999966,1.8e-05,2.4e-05,1e-05,0.0,0.352545,4e-06,4.2e-05,0.0,2e-06
seattle-wa__117963__fov90.jpg,seattle-wa,117963,JxjxTy1YG90LBUulggn9CQ,True,12.811282,0,0,0,0,0,0,0,0,0,0,0.004154,1.5e-05,0.0,2.7e-05,0.0,6e-06,1e-06,6e-06,2e-06,2e-06
seattle-wa__200230__fov90.jpg,seattle-wa,200230,brKpweD_v4JeiF4I0vt6tA,False,39.80625,1,0,0,0,0,0,0,0,0,0,0.026592,1.3e-05,3e-06,0.0,0.0,5.8e-05,2.4e-05,1.4e-05,3e-06,0.0
seattle-wa__109452__fov90.jpg,seattle-wa,109452,cPrmqFXKq9t9UtbLZbVRcw,True,9.744958,1,0,0,0,0,0,0,0,0,0,0.999924,7.5e-05,1e-06,0.0,0.0,0.000937,0.000156,2e-05,0.000216,1e-06
seattle-wa__251103__fov90.jpg,seattle-wa,251103,gWbuEfYVhLIXyR1IZp7qbg,False,88.845301,1,0,0,0,0,0,0,0,0,0,0.998299,2e-06,7e-06,0.000332,0.0,0.0,1e-05,3.7e-05,0.017723,1e-06
seattle-wa__184891__fov90.jpg,seattle-wa,184891,vRABPtIe872XMH2Pgn2BxQ,False,81.396865,1,0,0,0,0,0,0,0,0,0,0.999284,1e-05,0.0,3e-06,0.0,2.3e-05,1.3e-05,2.2e-05,2.4e-05,1e-06
seattle-wa__255072__fov90.jpg,seattle-wa,255072,Z1FTorvnN8Chk6hESbp-TQ,False,125.206763,0,0,0,0,0,1,0,0,0,0,4.6e-05,2.3e-05,3e-06,4e-06,0.0,0.01077,3.8e-05,6e-06,4e-06,6e-06
seattle-wa__141755__fov90.jpg,seattle-wa,141755,wjFUZDCGgFBrtea-dTdOsQ,False,239.765226,1,0,0,0,0,0,0,0,0,0,0.999996,6e-05,7e-06,1.6e-05,0.0,0.062609,1.3e-05,5e-06,0.012871,2e-06
seattle-wa__127220__fov90.jpg,seattle-wa,127220,oRmovtf4W-dSvQqRmQS9FA,False,9.734399,0,0,0,0,0,0,0,0,0,0,0.002448,6e-06,2e-06,1e-06,0.0,9e-06,1e-06,6e-06,3e-06,3e-06
